,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23640,19120316,Private Room in Brooklyn - Close to Subway!,132219056,Jason,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93715999999999,Private room,42,1,38,2019-06-02,1.58,2,218
23643,19121086,Private Room in Cozy Loft in Williamsburg,31920354,Liz,Brooklyn,Williamsburg,40.7127,-73.94487,Private room,109,3,5,2019-05-07,0.2,2,179
23645,19121995,Pat's crib,133426665,Patrick,Brooklyn,Flatlands,40.61462,-73.92108,Private room,89,1,68,2019-06-01,2.68,1,333
23658,19134112,Clean and Cozy 1br Home in heart of Soho/Nolita,16308791,Sara,Manhattan,Little Italy,40.717690000000005,-73.99854,Entire home/apt,236,2,55,2019-06-24,2.24,1,314
23663,19135548,Hottest building in Williamsburg -private bathroom,7604436,M,Brooklyn,Williamsburg,40.7203,-73.95729,Private room,128,3,22,2019-06-14,1.43,1,305
23664,19135811,Stunning Brooklyn Sanctuary,2494945,Naima,Brooklyn,Flatbush,40.65413,-73.96024,Private room,44,5,32,2019-06-23,1.39,1,286
23670,19138221,Stunning Studio Loft in West Chelsea Brownstone,25720293,Lena,Manhattan,Chelsea,40.7462,-74.00222,Entire home/apt,349,4,24,2019-06-29,1.0,3,264
23676,19141391,Unique Cozy Sunny converted Studio/One Bedroom,75065047,Simi,Manhattan,Lower East Side,40.71925,-73.98955,Entire home/apt,106,1,9,2018-11-04,0.39,1,364
23677,19141428,"Large room, very conveniently to train, bus, jfk#1",82367658,John,Queens,Richmond Hill,40.69142,-73.82039,Private room,40,2,13,2019-05-31,0.55,5,311
23679,19141812,Mint Green in Cypress Hills,133812877,Heather,Brooklyn,Cypress Hills,40.679140000000004,-73.88982,Private room,52,3,28,2019-03-31,1.25,3,302
23699,19160912,Spacious Guest room in beautiful Wash. Heights,1728792,Brittany,Manhattan,Washington Heights,40.84437,-73.94328,Private room,70,3,2,2019-06-08,0.53,1,173
23708,19162648,Private Suite & Bathroom w/ Yard in Park Slope,10015055,Robert,Brooklyn,South Slope,40.6646,-73.98184,Private room,119,2,94,2019-06-21,4.09,1,279
23715,19164049,Cozy private room Near Central Park,18655355,Jolly,Manhattan,East Harlem,40.788270000000004,-73.94629,Private room,128,1,22,2019-06-03,0.94,1,329
23717,19167933,"SUNSHINE 2BR/2 bath 15min to Times Square, LIRR",61316506,Mamun,Queens,Woodside,40.74341,-73.90041,Entire home/apt,120,1,85,2019-06-21,3.37,2,340
23727,19174707,THE Space,87553853,Titus,Brooklyn,East Flatbush,40.652029999999996,-73.93316999999999,Private room,200,1,2,2019-03-31,0.08,1,178
23731,19175819,Main floor room in five bedroom house,65407018,Harmony,Brooklyn,Greenpoint,40.72306,-73.93675999999999,Private room,60,1,36,2019-06-24,1.55,5,180
23745,19179863,Periwinkle in Cypress Hills,133812877,Heather,Brooklyn,Cypress Hills,40.67977,-73.89022,Private room,39,3,30,2019-05-20,1.2,3,344
23746,19179961,Orange in Cypress Hills,133812877,Heather,Brooklyn,Cypress Hills,40.681059999999995,-73.88916,Private room,65,3,23,2019-05-01,0.95,3,321
23749,19180868,Central Park at your Door!,128744452,Cassidy,Manhattan,Harlem,40.80063,-73.95389,Private room,52,4,39,2019-06-22,1.65,1,242
23756,19188025,"Heart of Bayside, modern 3 Bed 2 bath",95102570,Nancy,Queens,Bayside,40.763040000000004,-73.76948,Entire home/apt,239,5,10,2019-05-20,0.46,1,188
23757,19188166,Luxury 2bedroom with loft/ 2 bath,134218386,Nancy,Queens,Bayside,40.76143,-73.76937,Entire home/apt,200,4,27,2019-06-30,1.11,1,215
23789,19209764,"Clean , Charming and convenient location.",16478255,Loredana,Manhattan,Harlem,40.80819,-73.94729,Private room,100,3,0,,,1,362
23794,19212370,‘ SMALL STUDIO ONLY FOR 2’,11601610,Gh,Manhattan,Upper West Side,40.7732,-73.98768000000001,Entire home/apt,148,4,60,2019-06-22,2.42,1,320
23803,19221072,Room in Upper West Artsy Loft,63236560,Catherine,Manhattan,Upper West Side,40.79835,-73.97242,Private room,110,7,3,2019-06-03,0.13,1,321
23804,19221595,Brooklyn Designer 3 Bedrms free parking,131659,Ruth,Brooklyn,Bushwick,40.68267,-73.90576,Entire home/apt,148,3,79,2019-06-22,3.22,1,258
23810,19225880,Bright & lovely 1BD Apartment,24709724,Maria,Queens,Ridgewood,40.70684,-73.89474,Entire home/apt,80,7,2,2019-01-03,0.11,1,190
23812,19226897,Big & Bright Room In Washington Heights,93561011,Jennifer,Manhattan,Washington Heights,40.84492,-73.93673000000001,Private room,60,2,3,2019-07-01,0.19,1,223
23817,19227365,Master bedroom in large apt minutes from Manhattan,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6829,-73.91295,Private room,55,1,119,2019-06-24,4.78,6,205
23818,19227424,"Private, cozy room near major trains",86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6812,-73.91148000000001,Private room,50,1,102,2019-06-22,4.14,6,237
23821,19227560,Super Cozy!,333897,Lane,Queens,Ridgewood,40.69578,-73.90261,Private room,100,2,48,2019-07-01,1.96,2,174
23827,19236716,a beautiful home,134672751,Louis,Staten Island,West Brighton,40.623979999999996,-74.10801,Private room,200,3,0,,,1,365
23832,19240100,"Light/Bright Artist's Studio in Red Hook, Brooklyn",29735603,Lisa,Brooklyn,Red Hook,40.6799,-74.01146999999999,Entire home/apt,90,7,3,2018-11-02,0.13,1,215
23838,19243465,Room in Full Floor East Village Apt!,134613498,Adonis,Manhattan,East Village,40.72715,-73.98623,Private room,120,1,39,2019-06-02,1.65,7,350
23843,19245930,"HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!   ""S”",59156312,Viviana,Queens,Woodhaven,40.686409999999995,-73.86635,Private room,69,3,21,2019-06-21,0.85,9,357
23848,19246662,"MANHATTAN 
near Central Park&
Columbia University",42068815,Steven,Manhattan,Morningside Heights,40.80908,-73.95858,Entire home/apt,150,3,81,2019-06-02,3.24,1,282
23850,19247214,Spacious Bedroom in Full Floor East Village Apt,134613498,Adonis,Manhattan,East Village,40.72717,-73.98643,Private room,180,1,28,2019-06-24,1.17,7,328
23851,19247235,New Tidy room separate entrance plus paid parking,120767920,Jimmy &Cindy,Queens,Flushing,40.75715,-73.81272,Private room,116,2,55,2019-06-26,2.19,10,361
23863,19261252,Luxurious Designer brownstone with backyard,5453550,Christine & James,Brooklyn,Clinton Hill,40.69556,-73.96611,Entire home/apt,425,4,38,2019-07-02,1.74,3,262
23865,19261720,Oceanfront vacation home on Rockaway Beach,6988611,Jill,Queens,Arverne,40.58781,-73.79316999999999,Entire home/apt,1500,3,0,,,1,342
23867,19264368,Relaxing Room in a Spacious Artist Apartment,314115,Gigi,Bronx,Morrisania,40.8329,-73.89608,Private room,60,5,4,2018-07-29,0.16,1,175
23868,19265766,Cozy luxurious & private 1 1/2 bedroom in Brooklyn,134901180,Aldric,Brooklyn,Bedford-Stuyvesant,40.68153,-73.9538,Entire home/apt,200,7,8,2019-05-26,0.33,2,355
23883,19274199,Luxurious Country Beach Surf Loft,62608664,David,Queens,Neponsit,40.569309999999994,-73.86121999999999,Entire home/apt,274,2,34,2019-06-09,1.37,1,315
23889,19278895,A Brooklyn retreat. 25M subway to the city.,423117,Jen,Brooklyn,Bedford-Stuyvesant,40.68203,-73.92472,Private room,100,2,13,2019-05-19,0.52,1,179
23890,19279519,studio in UES,22215460,Abc,Manhattan,Upper East Side,40.7685,-73.95698,Entire home/apt,500,1,0,,,1,363
23901,19288937,Airy and bright floor in East Village townhouse,135073646,Joy,Manhattan,East Village,40.72784,-73.98883000000001,Entire home/apt,250,2,99,2019-06-21,4.03,1,176
23907,19294842,"ACintheroom!35minutestodowntown Manhattan,QUEENbed",47782497,Robianddebbie,Brooklyn,East New York,40.669059999999995,-73.87805,Private room,55,7,15,2019-05-01,1.33,3,318
23908,19295472,East Village / Gramercy Apartment with Yard,42941590,Michael,Manhattan,Gramercy,40.73408,-73.98163000000001,Entire home/apt,225,3,39,2019-07-02,1.79,1,345
23911,19295941,Room 12,74633496,Justine,Bronx,University Heights,40.85771,-73.90899,Private room,40,3,31,2019-06-28,1.26,5,362
23917,19298754,"Artist Hostel in Bedstuy, Brooklyn",132104049,Brian,Brooklyn,Bedford-Stuyvesant,40.69454,-73.94868000000001,Shared room,37,2,3,2019-01-01,0.13,3,343
23918,19298911,Artist Hostel II in Bedstuy Brooklyn,132104049,Brian,Brooklyn,Bedford-Stuyvesant,40.69502,-73.94711,Shared room,37,2,0,,,3,348
23923,19306475,Charming Brooklyn House on a Quiet Block,11688742,Holly,Brooklyn,Windsor Terrace,40.65193,-73.97743,Entire home/apt,300,3,1,2017-11-25,0.05,1,194
23930,19309279,Cute Room in Renovated Spacious LES/Chinatown Apt,1103131,Andrew,Manhattan,Lower East Side,40.714529999999996,-73.98679,Private room,69,5,72,2019-06-24,2.93,2,316
23933,19310554,3 Floors for over 16 guests minutes from NYC!,1420715,Omar And Kareema,Brooklyn,Bushwick,40.68845,-73.91985,Entire home/apt,399,4,4,2019-05-08,0.28,3,221
23941,19313483,"Madison Ave BR Steps from Central Park, east 60s",26691429,Camilla,Manhattan,Upper East Side,40.76892,-73.96906,Private room,115,1,56,2019-06-22,3.03,1,325
23943,19314050,Split 1BR immaculate luxury apt Ft Green,135269204,Emma,Brooklyn,Clinton Hill,40.68284,-73.96677,Entire home/apt,130,7,3,2018-09-02,0.13,1,189
23944,19314589,THE SMALL CHATEAU IN THE TREES,135272642,Stefanie Elizabeth,Manhattan,East Village,40.72408,-73.98297,Entire home/apt,165,1,202,2019-06-22,8.16,1,217
23950,19315654,Beautiful Spacious 1 Bedroom Apt. in New York City,135275978,John,Manhattan,Harlem,40.823609999999995,-73.93885999999999,Entire home/apt,150,5,78,2019-06-14,3.14,1,281
23956,19319184,"Cozy Room, on a Park-themed-Iike Island",135320687,Ladi,Manhattan,Roosevelt Island,40.76178,-73.94889,Private room,85,3,24,2019-05-26,1.13,2,190
23957,19322515,20m to Manhattan - 2 Floors + Express Subway,98705818,Mari,Brooklyn,Crown Heights,40.67476,-73.93016,Entire home/apt,550,1,6,2019-05-22,0.25,1,249
23968,19329404,Immaculate and Sweet Carroll Gardens 1 Bedroom,1580521,Sylvia,Brooklyn,Carroll Gardens,40.67777,-73.99893,Entire home/apt,160,2,72,2019-06-23,3.2,1,236
23979,19339594,Charming Newly Renovated Brownstone,134808051,Jaime And Stephen,Brooklyn,Crown Heights,40.6746,-73.94651999999999,Private room,80,1,5,2018-09-19,0.22,1,365
23984,19343700,Modern Upper East Side Apartment near Central Park,135522817,Shaun,Manhattan,Upper East Side,40.77412,-73.95695,Entire home/apt,198,1,143,2019-06-15,5.91,1,300
24011,19361884,"JFK 10mins, LGA 15mins drive, Two Beds in a Room",101657794,Dr. Shirin,Queens,Briarwood,40.70962,-73.80615999999999,Private room,70,1,32,2019-07-01,1.29,6,364
24014,19362485,"2 beds in nice rooms, JFK&LGA 15 minutes",101657794,Dr. Shirin,Queens,Briarwood,40.70988,-73.80691,Private room,60,2,38,2019-06-16,1.53,6,365
24027,19367928,"Getaway to the city, 2 blocks from train (C)",74179880,Silvia,Brooklyn,East New York,40.67392,-73.88892,Entire home/apt,81,3,45,2019-06-15,1.82,8,356
24049,19385941,Spotless Clean room private entrance  paid parking,124860677,Jim&Lisa,Queens,Flushing,40.75712,-73.8122,Private room,120,2,45,2019-07-01,1.87,6,365
24052,19386545,Private Room in Modern Loft in Williamsburg,31920354,Liz,Brooklyn,Williamsburg,40.71152,-73.93902,Private room,110,3,3,2018-01-03,0.14,2,269
24054,19387402,Luxury Central Park Apartment close to everything,78325795,Bozhena,Manhattan,Harlem,40.80369,-73.94856999999999,Entire home/apt,179,2,143,2019-07-05,5.77,3,197
24065,19390119,Duplex   Roof top  in the heart of crown hight,135932422,Delton,Brooklyn,Crown Heights,40.67398,-73.92787,Entire home/apt,124,2,65,2019-07-07,2.67,1,308
24067,19401219,"Great Catch, Don't miss out!",134428157,Johny,Brooklyn,Bedford-Stuyvesant,40.69257,-73.94657,Entire home/apt,165,3,82,2019-06-19,3.3,7,247
24070,19404654,Harlem Get Away,88861099,Roger,Manhattan,Harlem,40.8101,-73.94021,Private room,88,2,55,2019-06-23,2.24,1,208
24073,19407214,Brooklyn's 3 bdrm Honeycomb,35108251,Belinda,Brooklyn,East New York,40.669290000000004,-73.89079,Entire home/apt,133,2,73,2019-06-23,2.98,2,171
24079,19408620,Luxury Secured Building / Chic NYC Studio,16932515,Daniela,Manhattan,Midtown,40.76064,-73.97066,Entire home/apt,375,4,2,2017-09-23,0.08,1,178
24085,19409883,Spacious 2BR APT in Upper Manhattan,39739038,Stephanie,Manhattan,East Harlem,40.79749,-73.93336,Private room,140,1,1,2017-12-10,0.05,2,177
24089,19412207,Two bridges high end studio manhattan,49123284,Kyriaki,Manhattan,Two Bridges,40.711090000000006,-73.99616,Entire home/apt,145,6,42,2019-06-15,2.13,2,221
24107,19425570,One Bedroom Apartment in NYC,84803093,Javier,Queens,Kew Gardens Hills,40.73307,-73.81868,Entire home/apt,150,1,16,2019-06-28,0.81,1,178
24116,19430239,"luxury, neat, minute fom trains",118816229,Ali,Bronx,Williamsbridge,40.882490000000004,-73.86274,Private room,50,1,85,2019-07-04,3.43,1,328
24128,19439068,Newly Renovated 2BR private basement unit.,69427329,Michelle & Eddie,Queens,Elmhurst,40.739000000000004,-73.87609,Entire home/apt,120,2,82,2019-07-05,3.31,6,230
24132,19439956,LUXURY APARTMENT 5 MIN TO LGA 20 TO JFK,136300414,Gonzalo,Queens,East Elmhurst,40.75765,-73.89725,Entire home/apt,250,1,62,2019-07-01,3.01,1,336
24133,19440004,Private Bedroom on  Upper East Side,4830234,Chef Menezes,Manhattan,Upper East Side,40.775940000000006,-73.94461,Private room,100,1,51,2019-06-02,2.11,1,172
24138,19448363,Cozy walk up 3 blocks from Times Square,40823628,Romé,Manhattan,Hell's Kitchen,40.76298,-73.99438,Private room,99,3,49,2019-06-25,1.98,1,216
24140,19450121,**Vacation in Comfort as you Visit the Big Apple**,73186534,Nelson,Manhattan,Washington Heights,40.850629999999995,-73.94315,Private room,48,2,53,2019-07-06,2.48,1,242
24166,19470210,Upper Westside Charmer,10856865,Annie,Manhattan,Upper West Side,40.77727,-73.98127,Entire home/apt,250,3,23,2019-05-25,1.1,1,237
24169,19471948,2 ROOMS SEPARATE ENTRANCE 15 MIN TO MANHATTAN,30237517,David,Queens,Forest Hills,40.73376,-73.85155,Private room,99,2,0,,,6,187
24176,19474652,Views on the hudson,136638556,Felicia,Manhattan,Harlem,40.82716,-73.93953,Private room,85,1,29,2018-12-31,1.22,1,359
24181,19476630,Cozy self contained room with twin size bed,42561290,Carla,Brooklyn,East New York,40.66168,-73.86665,Private room,25,1,29,2019-06-11,1.17,4,319
24200,19499668,Cozy Sofa Bed in Upper Manhattan,3372118,Natasha,Manhattan,Washington Heights,40.84133,-73.93739000000001,Shared room,50,1,21,2019-06-15,0.86,1,188
24204,19502079,ღღღSteps to Major Tourist Attractionsღღღ,112799848,Arthur,Manhattan,Hell's Kitchen,40.76615,-73.98829,Private room,99,1,73,2019-06-30,2.96,3,342
24205,19503971,"Breakfast and a Cozy Room, 30 Seconds From Train",5751765,CK & Tia,Manhattan,East Harlem,40.79956,-73.94113,Private room,82,2,93,2019-06-21,3.9,2,323
24211,19505956,Classy Upper East Side Private Bedroom,136982841,Daniele,Manhattan,East Harlem,40.78603,-73.95015,Private room,165,1,4,2018-09-16,0.18,1,179
24214,19507013,"LARGE 3 BEDROOMS UP TO 11 PEOPLE, 20 min TO MANHAT",136995504,Lucky Day,Queens,Rego Park,40.7306,-73.85903,Entire home/apt,248,3,17,2019-06-04,0.73,1,262
24216,19509586,"Apartment in Bay Ridge, Brooklyn",804812,Adrienne Miriam,Brooklyn,Bay Ridge,40.629129999999996,-74.01946,Entire home/apt,150,1,48,2019-06-23,1.96,1,330
24219,19520573,"Luxury House in Safe Area, 30 Min to Time Square",117673528,Igor,Queens,Forest Hills,40.71249,-73.85021,Private room,900,1,127,2019-07-05,5.37,1,296
24225,19524083,The Riverside - One Bedroom Apartment,137068370,William,Manhattan,Upper West Side,40.77969,-73.98747,Entire home/apt,200,2,33,2019-06-09,1.36,1,250
24227,19525455,"LUXURIOUS, TOWNHOME WITH PRIVATE ROOF - 2500 SQ FT",7958923,Vikas,Brooklyn,Bedford-Stuyvesant,40.69158,-73.94329,Entire home/apt,275,1,6,2019-06-30,0.58,2,213
24234,19528396,Spacious and romantic apartment near Prospect Park,1762828,Adrian,Brooklyn,Prospect-Lefferts Gardens,40.65612,-73.9605,Entire home/apt,167,3,4,2019-01-02,0.19,1,326
24238,19530518,YANKEE STADIUM DOWNTOWN BRONX,16884548,Taina,Bronx,Concourse Village,40.83083,-73.91928,Private room,62,1,8,2019-06-05,0.67,1,175
24240,19530778,Large window Private Room in Flushing Queens,137129564,Bing,Queens,Flushing,40.75221,-73.81533,Private room,60,1,32,2019-06-30,2.03,4,356
24242,19531390,Greenpoint/Williamsburg private studio room,2716583,Andrew,Brooklyn,Greenpoint,40.724579999999996,-73.95191,Entire home/apt,139,3,70,2019-06-21,2.9,1,178
24243,19531541,Spacious and Modern is this 2 Bedroom Apartment,56726605,Weisbrod,Brooklyn,Canarsie,40.638009999999994,-73.89845,Entire home/apt,200,3,7,2018-10-14,0.31,3,363
24245,19531601,Spacious bedroom in a good vibe apartment,3239771,Olivia,Brooklyn,Crown Heights,40.67324,-73.95028,Private room,43,6,5,2019-01-30,0.23,2,301
24253,19532789,NEWLY Renovated Private 2 Bed Apt on 1 st Floor..,15192,Oscar,Brooklyn,Bedford-Stuyvesant,40.68268,-73.94548,Entire home/apt,95,4,33,2019-06-22,1.4,1,199
24256,19533025,Rainbow Guesthouse 1-3,124399442,Igor,Brooklyn,Midwood,40.61391,-73.95798,Shared room,32,7,2,2018-07-31,0.09,4,343
24257,19533701,Rainbow Guesthouse 1-6,124399442,Igor,Brooklyn,Midwood,40.61249,-73.96018000000001,Shared room,32,7,1,2018-08-27,0.09,4,320
24258,19533966,Modern 3 Bedroom 2 BATH! 18 min to Times Sq+More!,137208202,Sean,Queens,Woodside,40.74695,-73.90177,Entire home/apt,275,3,104,2019-06-27,4.29,1,293
24260,19542512,Bohemian Room in NYC at Great Location,137264725,Gulcin,Manhattan,Lower East Side,40.71206,-73.99055,Private room,70,1,117,2019-06-25,4.74,4,249
24261,19544104,Charming Luxury Apartment in Central Manhattan,34682494,Bilal,Manhattan,Midtown,40.747240000000005,-73.98924,Entire home/apt,400,3,1,2019-05-18,0.58,1,180
24270,19547213,Waterfront Private Bedroom & Private Bathroom.,137305439,Harry,Queens,Rockaway Beach,40.59046,-73.81481,Private room,150,2,29,2019-07-07,1.19,2,178
24276,19550594,Williamsburg Oasis with Palm Tree Patio,19631496,The,Brooklyn,Williamsburg,40.70706,-73.94428,Entire home/apt,225,5,75,2019-06-17,3.49,2,278
24284,19554564,"25% off; spacious, modern 2br; 25 min to Manhattan",612563,Scott,Brooklyn,Bushwick,40.68335,-73.90756,Entire home/apt,135,2,134,2019-06-28,5.55,1,302
24285,19554598,Modern & Trendy 2-Bedroom 1 Bath Lower Manhattan,17131554,Alex,Manhattan,Little Italy,40.718090000000004,-73.99811,Entire home/apt,220,1,128,2019-06-22,5.28,1,239
24287,19555750,Travel Themed Room at Great Location,137264725,Gulcin,Manhattan,Chinatown,40.71391,-73.99162,Private room,60,1,101,2019-06-21,4.13,4,257
24297,19567443,10th btw 5/6 Ave - A special place in Park Slope,50755667,Kyla,Brooklyn,South Slope,40.66837,-73.98649,Entire home/apt,200,2,83,2019-06-16,3.51,3,201
24317,19582754,Cozy room in the best area! Affordable stay in NY!,20761853,Elena,Manhattan,Upper East Side,40.76812,-73.95403,Private room,79,1,62,2019-05-26,2.58,2,258
24319,19583985,"Quiet, Large, & Cozy Bedroom in Bushwick Apt - 2",9864136,Anthony,Brooklyn,Bushwick,40.68652,-73.91365,Private room,50,1,0,,,26,365
24321,19586399,Cozy room in Dekalb Ave,137672539,Juan,Brooklyn,Bushwick,40.70163,-73.92225,Shared room,34,2,83,2019-06-14,3.42,1,192
24325,19588669,30+ Day Stay -Cute Small House by a Beautiful Deck,137522531,Ali,Queens,Flushing,40.75745,-73.80823000000001,Entire home/apt,138,6,20,2019-05-13,0.89,7,322
24326,19588726,Habitación ubicada céntricamente en la ciudad.,137690897,Yaneli,Bronx,Fordham,40.867290000000004,-73.89046,Private room,75,2,13,2019-05-19,0.57,1,364
24330,19590209,30+Day: Fun 3 Bedroom (kids Favorite) Home by Deck,137522531,Ali,Queens,Flushing,40.75558,-73.81019,Entire home/apt,298,6,30,2019-04-23,1.34,7,174
24331,19591107,30+Day Stay:Designer Sky Beautiful Loft (1000 sf),137522531,Ali,Queens,Flushing,40.7558,-73.80953000000001,Entire home/apt,150,6,50,2019-05-09,2.27,7,343
24333,19591709,"Entire Apartment!! Free parking,30 min to Times Sq",137720684,Meera,Queens,East Elmhurst,40.757940000000005,-73.8767,Entire home/apt,155,1,101,2019-07-03,4.12,1,308
24338,19596021,Cozy Apartment in a Private House,137772585,George,Queens,Jackson Heights,40.753820000000005,-73.88231,Entire home/apt,150,2,21,2019-07-02,1.07,1,288
24350,19604361,Bedroom #2 in Queens,137838298,Norma,Queens,Jamaica,40.68121,-73.76869,Private room,60,1,22,2018-12-16,0.99,2,177
